top	sub
astro-ph/0112408	astro-ph/0401517
astro-ph/0005543	astro-ph/0401517
astro-ph/0302207	astro-ph/0401517
astro-ph/9910214	astro-ph/0401517
astro-ph/0303009	astro-ph/0401517
astro-ph/0105252	astro-ph/0401517
astro-ph/0105296	astro-ph/0401517
astro-ph/9908085	astro-ph/0401517
astro-ph/9812313	astro-ph/0401517
astro-ph/9608122	astro-ph/0401517
astro-ph/0108090	astro-ph/0401517
astro-ph/0005124	astro-ph/0401517
astro-ph/0211090	astro-ph/0401517
astro-ph/9711102	astro-ph/0401517
astro-ph/0107386	astro-ph/0401517
astro-ph/0011243	astro-ph/0401517
astro-ph/0302209	astro-ph/0401517
astro-ph/0001354	astro-ph/0401517
astro-ph/9701099	astro-ph/0401517
astro-ph/0104009	astro-ph/0401517
astro-ph/0106079	astro-ph/0401517
astro-ph/0209494	astro-ph/0401517
astro-ph/0111594	astro-ph/0401517
astro-ph/0005004	astro-ph/0401517
astro-ph/0211522	astro-ph/0401517
astro-ph/0203383	astro-ph/0401517
astro-ph/0107525	astro-ph/0401517
astro-ph/9912046	astro-ph/0401517
astro-ph/9811156	astro-ph/0401517
astro-ph/0011379	astro-ph/0401517
astro-ph/0109097	astro-ph/0401517
astro-ph/0104455	astro-ph/0401517
astro-ph/0104486	astro-ph/0401517
astro-ph/9910097	astro-ph/0401517
astro-ph/0107378	astro-ph/0401517
astro-ph/0008175	astro-ph/0401517
astro-ph/9603033	astro-ph/0401517
astro-ph/0101512	astro-ph/0401517
astro-ph/9708247	astro-ph/0401517
astro-ph/0203330	astro-ph/0401517
astro-ph/0003326	astro-ph/0401517
astro-ph/9904398	astro-ph/0401517
astro-ph/0006436	astro-ph/0401517
astro-ph/0302505	astro-ph/0401517
astro-ph/9604166	astro-ph/0401517
astro-ph/0201498	astro-ph/0401517
astro-ph/0105091	astro-ph/0401517
astro-ph/0107421	astro-ph/0401517
astro-ph/0012376	astro-ph/0401517
astro-ph/0208100	astro-ph/0401517
astro-ph/0303636	astro-ph/0401517
astro-ph/9901052	astro-ph/0401517
astro-ph/0104490	astro-ph/0401517
astro-ph/0105457	astro-ph/0401517
astro-ph/0002360	astro-ph/0401517
astro-ph/0210209	astro-ph/0401517
astro-ph/9701138	astro-ph/0401517
astro-ph/0012510	astro-ph/0401517
astro-ph/9905040	astro-ph/0401517
astro-ph/0302213	astro-ph/0401517
astro-ph/0208394	astro-ph/0401517
astro-ph/9904356	astro-ph/0401517
astro-ph/0005428	astro-ph/0401517
astro-ph/0302223	astro-ph/0401517
astro-ph/0106349	astro-ph/0401517
astro-ph/0303127	astro-ph/0401517
astro-ph/9606140	astro-ph/0401517
astro-ph/0111184	astro-ph/0401517
astro-ph/0210306	astro-ph/0401517
astro-ph/9806332	astro-ph/0401517
astro-ph/0208562	astro-ph/0401517
astro-ph/9806396	astro-ph/0401517
astro-ph/0206372	astro-ph/0401517
astro-ph/0104460	astro-ph/0401517
astro-ph/0007199	astro-ph/0401517
astro-ph/0112526	astro-ph/0401517
astro-ph/0212229	astro-ph/0401517
astro-ph/0104162	astro-ph/0401517
astro-ph/0310723	astro-ph/0401340
astro-ph/0311514	astro-ph/0401340
astro-ph/0312134	astro-ph/0401340
astro-ph/0305065	astro-ph/0401340
astro-ph/0312005	astro-ph/0401340
astro-ph/0310149	astro-ph/0401337
astro-ph/0208074	astro-ph/0401337
astro-ph/0001433	astro-ph/0401337
astro-ph/0307281	astro-ph/0401373
astro-ph/0309412	astro-ph/0401373
astro-ph/0401373	astro-ph/0401138
astro-ph/0309639	astro-ph/0401323
astro-ph/0305249	astro-ph/0401371
astro-ph/0308326	astro-ph/0401371
astro-ph/0312036	astro-ph/0401519
astro-ph/0402314	astro-ph/0401519
astro-ph/0305467	astro-ph/0401519
astro-ph/0403075	astro-ph/0401519
astro-ph/0108013	astro-ph/0401519
astro-ph/0309735	astro-ph/0401032
astro-ph/0308029	astro-ph/0401032
astro-ph/0312360	astro-ph/0401032
astro-ph/0306374	astro-ph/0401032
astro-ph/0302450	astro-ph/0401032
astro-ph/0307171	astro-ph/0401032
astro-ph/0311594	astro-ph/0401032
astro-ph/0309273	astro-ph/0401631
astro-ph/0107535	astro-ph/0401369
astro-ph/0310888	astro-ph/0401439
astro-ph/0308456	astro-ph/0401439
astro-ph/0307149	astro-ph/0401439
astro-ph/9707212	astro-ph/0401611
astro-ph/0309368	astro-ph/0401095
astro-ph/0302560	astro-ph/0401095
astro-ph/0305008	astro-ph/0401095
astro-ph/0307441	astro-ph/0401095
astro-ph/0302209	astro-ph/0401095
astro-ph/0305260	astro-ph/0401095
astro-ph/0302207	astro-ph/0401095
astro-ph/0310843	astro-ph/0401095
astro-ph/0212375	astro-ph/0401434
astro-ph/0310725	astro-ph/0401434
astro-ph/0401405	astro-ph/0401434
astro-ph/0312286	astro-ph/0401434
astro-ph/0401406	astro-ph/0401434
astro-ph/0212289	astro-ph/0401434
astro-ph/0102282	astro-ph/0401150
astro-ph/0104134	astro-ph/0401150
astro-ph/0305008	astro-ph/0401452
astro-ph/0307202	astro-ph/0401471
astro-ph/0308456	astro-ph/0401471
astro-ph/0305019	astro-ph/0401231
astro-ph/0310904	astro-ph/0401231
astro-ph/0202346	astro-ph/0401231
astro-ph/0312484	astro-ph/0401231
astro-ph/0311364	astro-ph/0401231
astro-ph/0209037	astro-ph/0401231
astro-ph/0302223	astro-ph/0401231
astro-ph/0312579	astro-ph/0401231
astro-ph/0302506	astro-ph/0401231
astro-ph/0210321	astro-ph/0401231
astro-ph/9904398	astro-ph/0401231
astro-ph/0310723	astro-ph/0401231
astro-ph/0312424	astro-ph/0401231
astro-ph/0311622	astro-ph/0401231
astro-ph/0302207	astro-ph/0401231
astro-ph/0305559	astro-ph/0401231
astro-ph/0403157	astro-ph/0401231
astro-ph/0311293	astro-ph/0401231
astro-ph/0008063	astro-ph/0401301
astro-ph/9911123	astro-ph/0401301
astro-ph/0308519	astro-ph/0401215
astro-ph/0303394	astro-ph/0401215
astro-ph/9812211	astro-ph/0401547
astro-ph/9804285	astro-ph/0401547
astro-ph/9710252	astro-ph/0401547
astro-ph/9905222	astro-ph/0401547
astro-ph/9706069	astro-ph/0401547
astro-ph/9806099	astro-ph/0401547
astro-ph/9904398	astro-ph/0401547
astro-ph/0306272	astro-ph/0401547
astro-ph/9611108	astro-ph/0401547
astro-ph/0209478	astro-ph/0401547
astro-ph/0004075	astro-ph/0401547
astro-ph/0210358	astro-ph/0401547
astro-ph/0201229	astro-ph/0401547
astro-ph/0303591	astro-ph/0401547
astro-ph/0002360	astro-ph/0401547
astro-ph/9707285	astro-ph/0401547
astro-ph/0304277	astro-ph/0401547
astro-ph/0310342	astro-ph/0401547
astro-ph/9608192	astro-ph/0401547
astro-ph/0301510	astro-ph/0401547
astro-ph/9401011	astro-ph/0401547
astro-ph/9512102	astro-ph/0401547
astro-ph/0207347	astro-ph/0401547
astro-ph/0305008	astro-ph/0401547
astro-ph/0303614	astro-ph/0401547
astro-ph/0302209	astro-ph/0401547
astro-ph/9701099	astro-ph/0401547
astro-ph/0309368	astro-ph/0401547
astro-ph/9603081	astro-ph/0401547
astro-ph/9806396	astro-ph/0401547
astro-ph/0301273	astro-ph/0401547
astro-ph/9705033	astro-ph/0401547
astro-ph/0211522	astro-ph/0401547
astro-ph/0307338	astro-ph/0401547
astro-ph/0306438	astro-ph/0401547
astro-ph/9812133	astro-ph/0401547
astro-ph/0105068	astro-ph/0401547
astro-ph/0311167	astro-ph/0401547
astro-ph/9908115	astro-ph/0401547
astro-ph/0310338	astro-ph/0401554
astro-ph/0311514	astro-ph/0401554
astro-ph/0303476	astro-ph/0401554
astro-ph/0312134	astro-ph/0401554
astro-ph/0305065	astro-ph/0401554
astro-ph/0312005	astro-ph/0401554
astro-ph/0310660	astro-ph/0401088
astro-ph/0302209	astro-ph/0401088
astro-ph/0005296	astro-ph/0401088
astro-ph/0306205	astro-ph/0401088
astro-ph/0308042	astro-ph/0401088
astro-ph/0302213	astro-ph/0401088
astro-ph/0307266	astro-ph/0401088
astro-ph/0403001	astro-ph/0401088
astro-ph/0312194	astro-ph/0401088
astro-ph/0305199	astro-ph/0401088
astro-ph/0312324	astro-ph/0401524
astro-ph/0302038	astro-ph/0401015
astro-ph/0005265	astro-ph/0401015
astro-ph/0210472	astro-ph/0401015
astro-ph/0303150	astro-ph/0401015
astro-ph/0310904	astro-ph/0401015
astro-ph/0311247	astro-ph/0401015
astro-ph/0207347	astro-ph/0401015
astro-ph/0302209	astro-ph/0401015
astro-ph/0104489	astro-ph/0401015
astro-ph/0301536	astro-ph/0401015
astro-ph/9904398	astro-ph/0401015
astro-ph/0302207	astro-ph/0401015
astro-ph/0004075	astro-ph/0401015
astro-ph/0208100	astro-ph/0401015
astro-ph/0202007	astro-ph/0401015
astro-ph/0104460	astro-ph/0401015
astro-ph/0310822	astro-ph/0401015
astro-ph/0304237	astro-ph/0401015
astro-ph/0303306	astro-ph/0401015
astro-ph/0212573	astro-ph/0401015
astro-ph/0311294	astro-ph/0401252
astro-ph/0206395	astro-ph/0401252
astro-ph/9807084	astro-ph/0401252
astro-ph/0305409	astro-ph/0401252
astro-ph/0401142	astro-ph/0401225
astro-ph/0402085	astro-ph/0401225
astro-ph/0402240	astro-ph/0401225
astro-ph/0309455	astro-ph/0401225
astro-ph/0302207	astro-ph/0401052
astro-ph/0309443	astro-ph/0401590
astro-ph/0309547	astro-ph/0401590
astro-ph/0308402	astro-ph/0401525
astro-ph/0302101	astro-ph/0401525
astro-ph/0212357	astro-ph/0401578
astro-ph/0109001	astro-ph/0401578
astro-ph/0304003	astro-ph/0401578
astro-ph/0112551	astro-ph/0401578
astro-ph/0203169	astro-ph/0401578
astro-ph/0308519	astro-ph/0401578
astro-ph/0206508	astro-ph/0401578
astro-ph/9712222	astro-ph/0401609
astro-ph/9803281	astro-ph/0401609
astro-ph/9602103	astro-ph/0401609
astro-ph/0206096	astro-ph/0401167
astro-ph/0305254	astro-ph/0401398
astro-ph/0005265	astro-ph/0401398
astro-ph/0306438	astro-ph/0401398
astro-ph/0311046	astro-ph/0401398
astro-ph/0311145	astro-ph/0401398
astro-ph/0303222	astro-ph/0401398
astro-ph/0306233	astro-ph/0401398
astro-ph/0210617	astro-ph/0401398
astro-ph/0312570	astro-ph/0401398
astro-ph/0306515	astro-ph/0401398
astro-ph/0309686	astro-ph/0401398
astro-ph/0307507	astro-ph/0401001
astro-ph/0305008	astro-ph/0401001
astro-ph/0310788	astro-ph/0401001
astro-ph/0212289	astro-ph/0401001
astro-ph/0207308	astro-ph/0401378
astro-ph/0110390	astro-ph/0401378
astro-ph/0207396	astro-ph/0401378
astro-ph/0309279	astro-ph/0401378
astro-ph/0211331	astro-ph/0401378
astro-ph/0110225	astro-ph/0401378
astro-ph/0202370	astro-ph/0401378
astro-ph/0307209	astro-ph/0401378
astro-ph/0312194	astro-ph/0401378
astro-ph/0105230	astro-ph/0401378
astro-ph/0401225	astro-ph/0401142
astro-ph/0310861	astro-ph/0401142
astro-ph/0309360	astro-ph/0401142
astro-ph/0311190	astro-ph/0401142
astro-ph/0309217	astro-ph/0401142
astro-ph/0311321	astro-ph/0401142
astro-ph/0002376	astro-ph/0401329
astro-ph/0309465	astro-ph/0401329
astro-ph/0307080	astro-ph/0401622
astro-ph/0212229	astro-ph/0401622
astro-ph/0104489	astro-ph/0401622
astro-ph/0310080	astro-ph/0401622
astro-ph/0212289	astro-ph/0401622
astro-ph/0312475	astro-ph/0401629
astro-ph/0302225	astro-ph/0401269
astro-ph/0304113	astro-ph/0401269
astro-ph/0302479	astro-ph/0401269
astro-ph/0210603	astro-ph/0401407
astro-ph/0306006	astro-ph/0401407
astro-ph/0305548	astro-ph/0401407
astro-ph/0401302	astro-ph/0401407
astro-ph/0303614	astro-ph/0401407
astro-ph/0303591	astro-ph/0401407
astro-ph/0312286	astro-ph/0401407
astro-ph/0308033	astro-ph/0401407
astro-ph/0304521	astro-ph/0401184
astro-ph/9802345	astro-ph/0401634
astro-ph/9811371	astro-ph/0401634
astro-ph/9707308	astro-ph/0401634
astro-ph/0210515	astro-ph/0401634
astro-ph/0009333	astro-ph/0401634
astro-ph/0401434	astro-ph/0401406
astro-ph/0401405	astro-ph/0401406
astro-ph/0307202	astro-ph/0401191
astro-ph/0205386	astro-ph/0401191
astro-ph/0302209	astro-ph/0401191
astro-ph/0310402	astro-ph/0401317
astro-ph/0309626	astro-ph/0401317
astro-ph/0305089	astro-ph/0401403
astro-ph/9809268	astro-ph/0401403
astro-ph/0306515	astro-ph/0401403
astro-ph/0310711	astro-ph/0401302
astro-ph/0302225	astro-ph/0401302
astro-ph/0306305	astro-ph/0401302
astro-ph/0003278	astro-ph/0401302
astro-ph/0302207	astro-ph/0401302
astro-ph/9511029	astro-ph/0401302
astro-ph/0305548	astro-ph/0401302
astro-ph/0303614	astro-ph/0401302
astro-ph/0303591	astro-ph/0401302
astro-ph/0301448	astro-ph/0401302
astro-ph/0211602	astro-ph/0401302
astro-ph/0308326	astro-ph/0401339
astro-ph/0310050	astro-ph/0401339
astro-ph/0310723	astro-ph/0401016
astro-ph/0303009	astro-ph/0401016
astro-ph/0106051	astro-ph/0401016
astro-ph/0302209	astro-ph/0401016
astro-ph/0301012	astro-ph/0401016
astro-ph/0209584	astro-ph/0401016
astro-ph/9906066	astro-ph/0401016
astro-ph/0303394	astro-ph/0401427
astro-ph/0308272	astro-ph/0401427
astro-ph/0210215	astro-ph/0401427
astro-ph/0302543	astro-ph/0401427
astro-ph/0305126	astro-ph/0401130
astro-ph/0310223	astro-ph/0401130
astro-ph/0406188	astro-ph/0401130
astro-ph/0312228	astro-ph/0401130
astro-ph/0302209	astro-ph/0401565
astro-ph/0212229	astro-ph/0401565
astro-ph/0310131	astro-ph/0401047
astro-ph/0306587	astro-ph/0401047
astro-ph/0302212	astro-ph/0401047
astro-ph/0306215	astro-ph/0401047
astro-ph/0312324	astro-ph/0401047
astro-ph/0303206	astro-ph/0401047
astro-ph/0308248	astro-ph/0401022
astro-ph/0310416	astro-ph/0401529
astro-ph/0106501	astro-ph/0401632
astro-ph/0102476	astro-ph/0401632
astro-ph/9707036	astro-ph/0401632
astro-ph/9811011	astro-ph/0401632
astro-ph/0311002	astro-ph/0401632
astro-ph/9810277	astro-ph/0401632
astro-ph/0109026	astro-ph/0401632
astro-ph/0203273	astro-ph/0401632
astro-ph/0209546	astro-ph/0401632
astro-ph/0010235	astro-ph/0401632
astro-ph/0102101	astro-ph/0401632
astro-ph/0307079	astro-ph/0401632
astro-ph/0204419	astro-ph/0401632
astro-ph/0005309	astro-ph/0401632
astro-ph/0212533	astro-ph/0401632
astro-ph/9806242	astro-ph/0401632
astro-ph/9902239	astro-ph/0401632
astro-ph/9710029	astro-ph/0401632
astro-ph/0312374	astro-ph/0401632
astro-ph/0305158	astro-ph/0401632
astro-ph/0306282	astro-ph/0401632
astro-ph/0008363	astro-ph/0401632
astro-ph/0401434	astro-ph/0401405
astro-ph/0404275	astro-ph/0401405
astro-ph/0404276	astro-ph/0401405
astro-ph/0401406	astro-ph/0401405
astro-ph/9901103	astro-ph/0008142
astro-ph/0005124	astro-ph/0008381
astro-ph/0004393	astro-ph/0008381
astro-ph/0001318	astro-ph/0008381
astro-ph/9911204	astro-ph/0008381
astro-ph/0006364	astro-ph/0008172
astro-ph/0005414	astro-ph/0008172
astro-ph/0005269	astro-ph/0008178
astro-ph/0003338	astro-ph/0008178
astro-ph/0003008	astro-ph/0008178
astro-ph/0007021	astro-ph/0008178
astro-ph/0001134	astro-ph/0008118
astro-ph/0004366	astro-ph/0008118
astro-ph/0005349	astro-ph/0008491
astro-ph/9904416	astro-ph/0008491
astro-ph/0006116	astro-ph/0008390
astro-ph/0004069	astro-ph/0008390
astro-ph/0001500	astro-ph/0008390
astro-ph/0003199	astro-ph/0008390
astro-ph/9810444	astro-ph/0008390
astro-ph/0003483	astro-ph/0008390
astro-ph/0010235	astro-ph/0008363
astro-ph/9902239	astro-ph/0008363
astro-ph/0007023	astro-ph/0008248
astro-ph/0003008	astro-ph/0008248
astro-ph/0003338	astro-ph/0008248
astro-ph/0002500	astro-ph/0008248
astro-ph/9912508	astro-ph/0008517
astro-ph/0011179	astro-ph/0008517
astro-ph/0007348	astro-ph/0008517
astro-ph/0006234	astro-ph/0008515
astro-ph/0001167	astro-ph/0008515
astro-ph/9801005	astro-ph/0008360
astro-ph/9905337	astro-ph/0008360
astro-ph/9905373	astro-ph/0008360
astro-ph/9906213	astro-ph/0008360
astro-ph/9912064	astro-ph/0008408
astro-ph/0004366	astro-ph/0008397
astro-ph/9912449	astro-ph/0008397
astro-ph/0004063	astro-ph/0008285
astro-ph/0001248	astro-ph/0008285
astro-ph/9909048	astro-ph/0008285
astro-ph/0003326	astro-ph/0008285
astro-ph/9812226	astro-ph/0008089
astro-ph/9905027	astro-ph/0008089
astro-ph/9906401	astro-ph/0008089
astro-ph/9907187	astro-ph/0008089
astro-ph/9905222	astro-ph/0008089
astro-ph/9901013	astro-ph/0008089
astro-ph/9907206	astro-ph/0008089
astro-ph/9904356	astro-ph/0008089
astro-ph/9901231	astro-ph/0008089
astro-ph/9805117	astro-ph/0008089
astro-ph/9904051	astro-ph/0008089
astro-ph/9906474	astro-ph/0008089
astro-ph/9907284	astro-ph/0008089
astro-ph/9812133	astro-ph/0008089
astro-ph/9907312	astro-ph/0008089
astro-ph/9901041	astro-ph/0008089
astro-ph/9911235	astro-ph/0008089
astro-ph/9901364	astro-ph/0008089
astro-ph/9912529	astro-ph/0008249
astro-ph/0005296	astro-ph/0008249
astro-ph/0012023	astro-ph/0008166
astro-ph/9910234	astro-ph/0008166
astro-ph/9912166	astro-ph/0008268
astro-ph/9712103	astro-ph/0008107
astro-ph/0005349	astro-ph/0008107
astro-ph/0004175	astro-ph/0008107
astro-ph/0001258	astro-ph/0008107
astro-ph/9907340	astro-ph/0008107
astro-ph/9905308	astro-ph/0008107
astro-ph/0005124	astro-ph/0008446
astro-ph/0004385	astro-ph/0008446
astro-ph/0007333	astro-ph/0008446
astro-ph/9811390	astro-ph/0008446
astro-ph/0005004	astro-ph/0008446
astro-ph/0005123	astro-ph/0008446
astro-ph/0008265	astro-ph/0008446
astro-ph/0002083	astro-ph/0008264
astro-ph/9908197	astro-ph/0008355
astro-ph/0001433	astro-ph/0008113
astro-ph/0008392	astro-ph/0008167
astro-ph/0007238	astro-ph/0008167
astro-ph/0007243	astro-ph/0008167
astro-ph/0005124	astro-ph/0008167
astro-ph/0005573	astro-ph/0008167
astro-ph/0002044	astro-ph/0008167
astro-ph/0005571	astro-ph/0008167
astro-ph/0006436	astro-ph/0008167
astro-ph/0004334	astro-ph/0008167
astro-ph/0005018	astro-ph/0008167
astro-ph/0009057	astro-ph/0008167
astro-ph/0005004	astro-ph/0008167
astro-ph/0004244	astro-ph/0008167
astro-ph/0006170	astro-ph/0008167
astro-ph/0007454	astro-ph/0008167
astro-ph/0007048	astro-ph/0008167
astro-ph/0004385	astro-ph/0008167
astro-ph/0007333	astro-ph/0008167
astro-ph/0007419	astro-ph/0008167
astro-ph/0002091	astro-ph/0008167
astro-ph/0007375	astro-ph/0008167
astro-ph/0005446	astro-ph/0008167
astro-ph/0001117	astro-ph/0008167
astro-ph/9809043	astro-ph/0008167
astro-ph/0006268	astro-ph/0008103
astro-ph/0005387	astro-ph/0008103
astro-ph/9910513	astro-ph/0008103
astro-ph/0004366	astro-ph/0008103
astro-ph/0006343	astro-ph/0008217
astro-ph/9912508	astro-ph/0008217
astro-ph/0007238	astro-ph/0008495
astro-ph/0007419	astro-ph/0008495
astro-ph/0007333	astro-ph/0008495
astro-ph/0006436	astro-ph/0008495
astro-ph/0004385	astro-ph/0008495
astro-ph/0007454	astro-ph/0008495
astro-ph/0001318	astro-ph/0008495
astro-ph/0008167	astro-ph/0008495
astro-ph/0005004	astro-ph/0008495
astro-ph/0007375	astro-ph/0008495
astro-ph/0005446	astro-ph/0008495
astro-ph/9906255	astro-ph/0008364
astro-ph/9911035	astro-ph/0008364
astro-ph/9907432	astro-ph/0008364
astro-ph/0010235	astro-ph/0008364
astro-ph/9904213	astro-ph/0008364
astro-ph/9809144	astro-ph/0008364
astro-ph/9810368	astro-ph/0008364
astro-ph/9911123	astro-ph/0008364
astro-ph/0010370	astro-ph/0008364
astro-ph/0009444	astro-ph/0008364
astro-ph/0011176	astro-ph/0008364
astro-ph/9808170	astro-ph/0008364
astro-ph/9906501	astro-ph/0008364
astro-ph/9905308	astro-ph/0008364
astro-ph/0008363	astro-ph/0008364
astro-ph/9908273	astro-ph/0008177
astro-ph/0005549	astro-ph/0008177
astro-ph/0005028	astro-ph/0008177
astro-ph/9912063	astro-ph/0008177
astro-ph/0002433	astro-ph/0008177
astro-ph/9910493	astro-ph/0008177
astro-ph/9806334	astro-ph/0008304
astro-ph/9910060	astro-ph/0008304
astro-ph/0004223	astro-ph/0008304
astro-ph/0005417	astro-ph/0008304
astro-ph/9902236	astro-ph/0008304
astro-ph/0007064	astro-ph/0008035
astro-ph/0005387	astro-ph/0008035
astro-ph/9803141	astro-ph/0008035
astro-ph/9911196	astro-ph/0008045
astro-ph/0005553	astro-ph/0008045
astro-ph/0005414	astro-ph/0008045
astro-ph/0007187	astro-ph/0008045
astro-ph/0003321	astro-ph/0008481
astro-ph/0002091	astro-ph/0008481
astro-ph/0003276	astro-ph/0008161
astro-ph/0005242	astro-ph/0008181
astro-ph/0003380	astro-ph/0008181
astro-ph/0004260	astro-ph/0008181
astro-ph/0007333	astro-ph/0008165
astro-ph/0008167	astro-ph/0008165
astro-ph/0007375	astro-ph/0008165
astro-ph/0005123	astro-ph/0008165
astro-ph/0004381	astro-ph/0008422
astro-ph/9912558	astro-ph/0008422
astro-ph/0002214	astro-ph/0008422
astro-ph/0006218	astro-ph/0008422
astro-ph/0001082	astro-ph/0008422
astro-ph/9711304	astro-ph/0008422
astro-ph/0006048	astro-ph/0008422
astro-ph/0006134	astro-ph/0008422
astro-ph/9807084	astro-ph/0008422
astro-ph/0003199	astro-ph/0008422
astro-ph/0006344	astro-ph/0008422
astro-ph/0005095	astro-ph/0008422
astro-ph/9912548	astro-ph/0008422
astro-ph/0002330	astro-ph/0008422
astro-ph/0002308	astro-ph/0008422
astro-ph/9912166	astro-ph/0008422
astro-ph/0004115	astro-ph/0008422
astro-ph/0005094	astro-ph/0008305
astro-ph/9708102	astro-ph/0008305
astro-ph/0004334	astro-ph/0008305
astro-ph/0005124	astro-ph/0008377
astro-ph/9910366	astro-ph/0008377
astro-ph/0003338	astro-ph/0008377
astro-ph/0003008	astro-ph/0008377
astro-ph/9912508	astro-ph/0008377
astro-ph/0005004	astro-ph/0008377
astro-ph/0005123	astro-ph/0008377
astro-ph/0001441	astro-ph/0008287
astro-ph/0006303	astro-ph/0008287
astro-ph/9908061	astro-ph/0008287
astro-ph/9811390	astro-ph/0008287
astro-ph/9910110	astro-ph/0008287
astro-ph/9910494	astro-ph/0008201
astro-ph/0001026	astro-ph/0008196
astro-ph/9912137	astro-ph/0008196
astro-ph/0005380	astro-ph/0008452
astro-ph/0010415	astro-ph/0008452
astro-ph/0005123	astro-ph/0008452
astro-ph/0001441	astro-ph/0008234
astro-ph/9811390	astro-ph/0008234
astro-ph/9812481	astro-ph/0008234
astro-ph/0011335	astro-ph/0008472
astro-ph/9911050	astro-ph/0008472
astro-ph/9901147	astro-ph/0008472
astro-ph/9906273	astro-ph/0008472
astro-ph/0009014	astro-ph/0008474
astro-ph/9903236	astro-ph/0008474
astro-ph/0007201	astro-ph/0008474
astro-ph/0005080	astro-ph/0008474
astro-ph/0001318	astro-ph/0008382
astro-ph/9905211	astro-ph/0008382
astro-ph/0001213	astro-ph/0008297
astro-ph/0005514	astro-ph/0008297
astro-ph/0003017	astro-ph/0008006
astro-ph/9910036	astro-ph/0008006
astro-ph/9911260	astro-ph/0008339
astro-ph/0003434	astro-ph/0008339
astro-ph/9912029	astro-ph/0008283
astro-ph/0005124	astro-ph/0008057
astro-ph/0005123	astro-ph/0008057
astro-ph/0004389	astro-ph/0008188
astro-ph/0004385	astro-ph/0008188
astro-ph/0001318	astro-ph/0008188
astro-ph/0005004	astro-ph/0008188
astro-ph/0004352	astro-ph/0008188
astro-ph/0003176	astro-ph/0008188
astro-ph/0005123	astro-ph/0008188
astro-ph/0006345	astro-ph/0008379
astro-ph/9911069	astro-ph/0008379
astro-ph/0107402	astro-ph/0008392
astro-ph/9902209	astro-ph/0008392
astro-ph/9708102	astro-ph/0008392
astro-ph/0002362	astro-ph/0008453
astro-ph/0002245	astro-ph/0008453
astro-ph/0002249	astro-ph/0008453
astro-ph/9901240	astro-ph/0008453
astro-ph/0002308	astro-ph/0008453
astro-ph/9912166	astro-ph/0008453
astro-ph/0003046	astro-ph/0008453
astro-ph/9803164	astro-ph/0008106
astro-ph/9705243	astro-ph/0008106
astro-ph/9703054	astro-ph/0008106
astro-ph/9706126	astro-ph/0008106
astro-ph/9704285	astro-ph/0008106
astro-ph/9708114	astro-ph/0008106
astro-ph/0006194	astro-ph/0008475
astro-ph/0005541	astro-ph/0008475
astro-ph/0006300	astro-ph/0008475
astro-ph/9912370	astro-ph/0008336
astro-ph/0004338	astro-ph/0008336
astro-ph/9902239	astro-ph/0008063
astro-ph/0008175	astro-ph/0008314
astro-ph/0002360	astro-ph/0008314
astro-ph/0005609	astro-ph/0008049
astro-ph/0004223	astro-ph/0008049
astro-ph/0005417	astro-ph/0008049
astro-ph/0005465	astro-ph/0008049
astro-ph/0003162	astro-ph/0008497
astro-ph/9906308	astro-ph/0008065
astro-ph/0003198	astro-ph/0008065
astro-ph/0001117	astro-ph/0008065
astro-ph/9905306	astro-ph/0008255
astro-ph/0002243	astro-ph/0008255
astro-ph/0006364	astro-ph/0008247
astro-ph/0004319	astro-ph/0008247
astro-ph/0012539	astro-ph/0008436
astro-ph/0012419	astro-ph/0008436
astro-ph/9804050	astro-ph/0008115
astro-ph/9911241	astro-ph/0008115
astro-ph/9911440	astro-ph/0008115
astro-ph/9611030	astro-ph/0008115
astro-ph/9909432	astro-ph/0008115
astro-ph/9712318	astro-ph/0008115
astro-ph/0007003	astro-ph/0008115
astro-ph/0003434	astro-ph/0008115
astro-ph/0002058	astro-ph/0008115
astro-ph/0007187	astro-ph/0008115
astro-ph/9808243	astro-ph/0008115
astro-ph/9806072	astro-ph/0008115
astro-ph/9902012	astro-ph/0008115
astro-ph/9905283	astro-ph/0008115
astro-ph/9810368	astro-ph/0008115
astro-ph/9809268	astro-ph/0008504
astro-ph/0003338	astro-ph/0008504
astro-ph/0102396	astro-ph/0008504
astro-ph/0008133	astro-ph/0008469
astro-ph/0006436	astro-ph/0008469
astro-ph/0004393	astro-ph/0008469
astro-ph/9911467	astro-ph/0008469
astro-ph/0006170	astro-ph/0008469
astro-ph/9912180	astro-ph/0008469
astro-ph/0004385	astro-ph/0008469
astro-ph/0007333	astro-ph/0008469
astro-ph/0002457	astro-ph/0008469
astro-ph/0005414	astro-ph/0008469
astro-ph/0005123	astro-ph/0008469
astro-ph/0005239	astro-ph/0008484
astro-ph/9906141	astro-ph/0008484
astro-ph/9908111	astro-ph/0008484
astro-ph/0004175	astro-ph/0008484
astro-ph/0007054	astro-ph/0008484
astro-ph/9911449	astro-ph/0008484
astro-ph/9901004	astro-ph/0008369
astro-ph/0002089	astro-ph/0008369
astro-ph/9911123	astro-ph/0008369
astro-ph/0007042	astro-ph/0008372
astro-ph/0003108	astro-ph/0008522
astro-ph/9912211	astro-ph/0008028
astro-ph/9908364	astro-ph/0008028
astro-ph/0001272	astro-ph/0008028
astro-ph/9912107	astro-ph/0008028
astro-ph/9912424	astro-ph/0008028
